5705741695639265768112128;2;1;1;1;1;2;2;2;1;1;2;1;1;1
5397323225604710310346752;2;1;0;1;1;2;2;2;1;1;2;1;1;1
5135167526075337795436544;0;1;1;1;1;2;2;2;1;1;2;1;1;1
4857590903044240138305536;0;1;0;1;1;2;2;2;1;1;2;1;1;1
4849880441293375956582400;2;1;1;1;1;2;2;2;1;1;2;1;1;0
4587724741764003978543104;2;1;0;1;1;2;2;2;1;1;2;1;1;0
4364892397164037287182336;0;1;1;1;1;2;2;2;1;1;2;1;1;0
4317858580483767818780672;2;1;2;1;1;2;2;2;1;1;2;1;1;1
4128952267587603956498432;0;1;0;1;1;2;2;2;1;1;2;1;1;0
3969211614357750473031680;2;0;1;1;1;2;2;2;1;1;2;1;1;1
3886072722435390822154240;0;1;2;1;1;2;2;2;1;1;2;1;1;1
3754659635203276690948096;2;0;0;1;1;2;2;2;1;1;2;1;1;1
3708732102165522695585792;2;1;1;1;1;2;2;2;1;1;2;1;1;2
3670179793411202860711936;2;1;2;1;1;2;2;2;1;1;2;1;1;0
3609754950302392091934720;2;1;1;0;1;2;2;2;1;1;2;1;1;1
3572290452921974888857600;0;0;1;1;1;2;2;2;1;1;2;1;1;1
3566088559774541239287808;1;1;1;1;1;2;2;2;1;1;2;1;1;1
3508260096643062023847936;2;1;0;1;1;2;2;2;1;1;2;1;1;2
3414633061096857630932992;2;1;0;0;1;2;2;2;1;1;2;1;1;1
3379193671682948914479104;0;0;0;1;1;2;2;2;1;1;2;1;1;1
3373829872204087902076928;2;0;1;1;1;2;2;2;1;1;2;1;1;0
3373327016002943675531264;1;1;0;1;1;2;2;2;1;1;2;1;1;1
3337858891948969942843392;0;1;1;1;1;2;2;2;1;1;2;1;1;2
3303161814070082198831104;0;1;2;1;1;2;2;2;1;1;2;1;1;0
3248779455272152614305792;0;1;1;0;1;2;2;2;1;1;2;1;1;1
3191460689922785026244608;2;0;0;1;1;2;2;2;1;1;2;1;1;0
3182048253337282109505536;2;1;1;1;1;2;2;2;0;1;2;1;1;1
3157434086978755714088960;0;1;0;1;1;2;2;2;1;1;2;1;1;2
3073169754987171653091328;0;1;0;0;1;2;2;2;1;1;2;1;1;1
3068291707757033143926784;2;1;1;0;1;2;2;2;1;1;2;1;1;0
3036446884983678789746688;0;0;1;1;1;2;2;2;1;1;2;1;1;0
3031175275808359972864000;1;1;1;1;1;2;2;2;1;1;2;1;1;0
3010045645048780997787648;2;1;0;1;1;2;2;2;0;1;2;1;1;1
3003727708162621138010112;2;0;2;1;1;2;2;2;1;1;2;1;1;1
2904741226870898526519296;2;1;1;1;0;2;2;2;1;1;2;1;1;1
2902438101932329201041408;2;1;0;0;1;2;2;2;1;1;2;1;1;0
2872314620930507006803968;0;0;0;1;1;2;2;2;1;1;2;1;1;0
2867327963602502285262848;1;1;0;1;1;2;2;2;1;1;2;1;1;0
2863843428003554328051712;0;1;1;1;1;2;2;2;0;1;2;1;1;1
2806608077314449404329984;2;1;2;1;1;2;2;2;1;1;2;1;1;2
2761462536981329668472832;0;1;1;0;1;2;2;2;1;1;2;1;1;0
2747728187580579716268032;2;1;0;1;0;2;2;2;1;1;2;1;1;1
2731706448877485675249664;2;1;2;0;1;2;2;2;1;1;2;1;1;1
2728832984870952913338368;2;2;1;1;1;2;2;2;1;1;2;1;1;1
2709041080543902844321792;0;1;0;1;1;2;2;2;0;1;2;1;1;1
2704741015336689363582976;2;1;1;1;1;2;2;2;0;1;2;1;1;0
2703354937346359346331648;0;0;2;1;1;2;2;2;1;1;2;1;1;1
2698661612802355155173376;1;1;2;1;1;2;2;2;1;1;2;1;1;1
2614267104183808566493184;0;1;1;1;0;2;2;2;1;1;2;1;1;1
2612194291739095690379264;0;1;0;0;1;2;2;2;1;1;2;1;1;0
2581328499202252523700224;2;2;0;1;1;2;2;2;1;1;2;1;1;1
2579987549332537807470592;2;0;1;1;1;2;2;2;1;1;2;1;1;2
2558538798291463767588864;2;1;0;1;1;2;2;2;0;1;2;1;1;0
2553168551938227913621504;2;0;2;1;1;2;2;2;1;1;2;1;1;0
2525947269583004034400256;0;1;2;1;1;2;2;2;1;1;2;1;1;2
2511133878471229398056960;2;0;1;0;1;2;2;2;1;1;2;1;1;1
2480757258973593508773888;1;0;1;1;1;2;2;2;1;1;2;1;1;1
2472955368822521529892864;0;1;0;1;0;2;2;2;1;1;2;1;1;1
2469030042840263586480128;2;1;1;1;0;2;2;2;1;1;2;1;1;0
2458535803989737751969792;0;1;2;0;1;2;2;2;1;1;2;1;1;1
